id,name,artists,album,duration_ms,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,rating,playlist_type
4mYd9FQyU5eekDJyVeIRgS,I Hate This Part,The Pussycat Dolls,Doll Domination,218386,1,0.0783,0.746,0.61,0.0,5,0.251,-4.236,1,0.033,111.567,4,0.529,1,sleep
0mDGNetRxywxqgiXFbagZh,No Goodbyes,Dua Lipa,Dua Lipa (Deluxe),216080,62,0.00795,0.678,0.714,0.0,0,0.0827,-4.924,1,0.0408,109.021,4,0.307,4,sleep
2kAIpGWnlFLQh48iut6Zzq,Free Spirit,Khalid,Free Spirit,182080,75,0.308,0.627,0.446,0.00077,2,0.111,-9.477,0,0.0332,139.994,4,0.11,4,sleep
5EJ2THuhAapEIeQOtXUQ0x,Oye Mi Amor,Maná,¿Dónde Jugarán Los Niños?,263306,71,0.0102,0.543,0.903,0.00585,11,0.0862,-6.658,0,0.039,162.241,4,0.962,4,party
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,206200,77,0.0556,0.714,0.859,0.0,5,0.118,-4.634,0,0.0372,95.034,4,0.755,4,sleep
0SOgAUeBg7Ee7Pieslo8Ln,Sun,jus.,FUTURES Vol. 5,121062,41,0.0197,0.738,0.893,0.789,1,0.0982,-3.788,1,0.0424,83.319,4,0.741,3,focus
2ZXBCSAOQEeJCeXR2V8Ilt,The Breeze and Beatrice,iamalex,Treetop Hotel,120000,43,0.0385,0.648,0.763,0.000343,7,0.515,-4.329,1,0.416,160.119,4,0.568,3,focus
1C2JiKNMjv8FaZlrgwObBJ,Light Year,Evan Michael Brown,Light Year,234000,50,0.99,0.301,0.189,0.893,9,0.106,-16.072,1,0.0351,139.894,4,0.0379,3,focus
391SJ2oXg8taceaR89iDK1,Ponte Veccio,Indigo Mazati,Ponte Vecchio,148716,55,0.901,0.673,0.126,0.904,9,0.137,-14.431,0,0.0547,131.582,4,0.142,3,focus
23oNCLd6184IpeMZmC7gzq,By The Lake In The Evening,Franz Gordon,Le Papillon Solitaire,166613,52,0.991,0.416,0.014,0.929,10,0.105,-21.02,1,0.0371,71.428,4,0.0369,3,focus
4S5eUtV1PLv6hJI8EcWmBU,Après la pluie,Laetitia Dostie,Après la pluie,152750,65,0.987,0.199,0.0574,0.934,8,0.0953,-25.635,1,0.0431,169.455,4,0.21,4,focus
0IbrXdAcOPb7BCQqK9NqBh,Burning Ground,Brandon Jenner,Burning Ground,235302,57,0.807,0.541,0.39,0.00673,7,0.158,-10.913,1,0.0256,97.822,4,0.149,3,sleep
3d5DvDVcTHVNVawSpIRaAe,Les glaçons qui pendent du toit,Prewitt Massé,Les glaçons qui pendent du toit,104500,62,0.995,0.362,0.0536,0.925,2,0.108,-20.374,0,0.0526,81.415,4,0.215,4,focus
3kpcviKw1dnRaRQ2I0YJvA,La Negra Soledad,Sonido Fantasma,Las Mejores Cumbias Con Acordeon (Vol. 3),216013,41,0.0622,0.897,0.376,9.03e-05,9,0.073,-8.437,0,0.23,83.999,4,0.745,3,party
2cYZpcIV39X48RnOFM7w2V,All Falls Down,Kanye West,The College Dropout,223506,15,0.184,0.643,0.717,0.0,8,0.152,-4.876,0,0.506,90.893,4,0.46,1,workout
17mS1Cr70SD2PTOTnqL3LT,Favourite Colour,Carly Rae Jepsen,E·mo·tion (Deluxe),209479,31,0.0817,0.6,0.658,5.37e-06,0,0.253,-5.386,1,0.0519,146.007,4,0.677,2,sleep
4wcOo3mJXC7sh0iULJsW6K,Backyard,Kota the Friend,FOTO,206000,58,0.272,0.892,0.597,0.0,11,0.0815,-7.851,0,0.178,150.036,4,0.895,3,sleep
1W1GpfPujmgp2vQqcpUhtU,Won't Get Fooled Again - Remix,The Who,Who's Next,513000,62,0.256,0.702,0.841,0.235,2,0.0584,-9.837,1,0.045,134.919,4,0.271,4,workout
44Co96UhNfnq258r2VybLE,Calm Wilderness,Night Sounds,Calm Wilderness,231723,52,0.886,0.186,0.271,0.961,7,0.141,-17.149,1,0.0449,115.896,4,0.0684,3,focus
76kkAnqj73aaP5xkrfpWb4,When In Rome - Mark Sixma Remix,GATTÜSO,When In Rome (Mark Sixma Remix),189843,54,0.00524,0.61,0.854,1.25e-06,11,0.127,-5.118,1,0.0928,127.953,4,0.576,3,workout
729WIUjxIG67whWORcTYpt,Don't Save Me,Marshmello,Roll The Dice,186890,57,0.0153,0.902,0.73,0.0,7,0.0933,-3.077,1,0.13,100.047,4,0.4,3,workout
00Ro1lnV3V6i87aY4t8Q43,La rebelion,Joe Arroyo,Sabor a Salsa,376013,69,0.142,0.571,0.755,2.55e-05,1,0.136,-7.907,1,0.0735,107.951,4,0.875,4,party
0PpfPNtQOOvbMNVJijTQj0,Backin' It Up (feat. Cardi B),Pardison Fontaine,Backin' It Up (feat. Cardi B),190466,70,0.0886,0.796,0.68,0.0,10,0.268,-4.853,0,0.353,164.932,4,0.565,4,workout
23DarNj68Jdadgb8ETaSV9,The Last Spring,Elba,The Last Spring,130818,57,0.983,0.187,0.0467,0.784,1,0.106,-26.133,1,0.0395,175.056,4,0.315,3,focus
6h34uraDjPgIpI3pJODJNs,In My Zone,Bishop Nehru,In My Zone,238106,50,0.308,0.916,0.627,0.0,1,0.115,-7.678,1,0.107,121.968,4,0.387,3,party
6aBlCSb7vQyx8yT8UThNx9,Tonight I'm Getting Over You,Carly Rae Jepsen,Kiss (Deluxe),219960,33,0.00563,0.714,0.783,0.000114,10,0.345,-5.344,1,0.0424,125.951,4,0.14,2,sleep
3nzMS91uEM2aSm5Tb0E24A,Choose,Lord Roderick,Choose,175537,43,0.86,0.649,0.726,0.0238,5,0.11,-6.897,0,0.0592,160.058,4,0.384,3,workout
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,Some Mad Hope,215173,73,0.241,0.672,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617,4,sleep
0Z5tHXMUaWm4Oso8VK4i7B,elsa,Bugseed,elsa,155518,5,0.149,0.734,0.583,0.521,6,0.0991,-11.065,1,0.0466,88.023,4,0.967,1,focus
4PzPvpE63ttEbKyMDRWB6q,The First Cut Is the Deepest - Acoustic Version,Sheryl Crow,Music From The WB Television Series One Tree Hill (change in 1 track bundle status),230973,55,0.759,0.638,0.336,0.0,2,0.0728,-7.52,1,0.0248,78.86,4,0.567,3,party
1G5nnWwWMNQcOjfwLjTl5U,White Noise Focus,Robotic Feelings,1899,238000,43,0.117,0.0,1.97e-05,0.828,1,0.69,-46.987,1,0.0,0.0,0,0.0,3,focus
7qOSXapFeF6dMXYZn6r7Jm,Open Eyes,Fredrik Johansson,Open Eyes,212028,59,0.955,0.685,0.244,0.917,4,0.109,-14.351,1,0.0468,115.929,4,0.35,3,focus
6e34YMQxJitSjh15gK6LL6,Postcards from You,Life Below Elephants,Postcards from You,232888,51,0.00563,0.559,0.66,0.805,11,0.116,-7.868,0,0.0257,135.02,4,0.124,3,focus
0If3zfg7N68SAaDgPAQa9l,A Simple Little Lullaby,Eamonn Watt,A Simple Little Lullaby,160434,64,0.996,0.387,0.00487,0.957,2,0.0883,-33.84,1,0.0584,70.309,3,0.212,4,focus
2p2GsIcE2GK25ysS0xDY6V,If You Wanna Be Loved - John Gibbons Remix,Picture This,If You Wanna Be Loved (Remixes),211320,60,0.244,0.68,0.903,1.59e-06,10,0.274,-4.728,1,0.0425,117.997,4,0.602,3,workout
51ut6Hl3648UeCIuqMHymx,Eleven,Klahr,Eleven,268800,46,0.00219,0.488,0.923,0.326,0,0.372,-5.007,0,0.0374,75.011,4,0.126,3,focus
3xPSM0OMQ7ADWM6inim2nj,Trem Do Corcovado,Lofi Coffee,Trem Do Corcovado,91412,56,0.222,0.908,0.696,0.718,7,0.133,-7.556,1,0.272,132.39,4,0.673,3,focus
3U1VKCmUgzdz83Wlw4kBle,Space,Latium,IP,201679,63,0.996,0.144,0.616,0.466,7,0.152,-41.537,0,0.0975,138.619,3,0.00768,4,focus
14MWKh49fjPqTT15Etdq70,Dulled Noise Binaural,BBVB,Hi-Res Noise For Sleeping,131571,47,0.0,0.0,0.0,0.0,0,0.0,-52.49,0,0.0,0.0,0,0.0,3,focus
5B0VPkUgRy54p9TassurNo,Loopable Sound - Flight 2021,Sound Carrie,White Noise,158984,68,0.908,0.0,0.417,0.973,7,0.0953,-51.08,1,0.0,0.0,0,0.0,4,focus
1mKNyZCNDueEASgBgZuLdA,Ooh Girl (feat. A Boogie Wit da Hoodie),Kris Kross Amsterdam,Ooh Girl (feat. A Boogie Wit da Hoodie),168200,71,0.139,0.726,0.781,0.0,0,0.274,-4.276,1,0.0525,104.976,4,0.579,4,party
3AKj2SIi4Z765IPjXgPnvL,Wake up Rested,Biqram,Slip into Darkness,185490,64,0.983,0.174,0.0166,0.681,3,0.109,-30.951,1,0.0676,132.125,5,0.0361,4,workout
5IrKXci1IzuUEowWOhTv8o,The City (with Quinn XCII),Louis The Child,The City (with Quinn XCII),186046,10,0.121,0.531,0.675,0.0,0,0.327,-3.281,1,0.33,177.953,4,0.799,1,sleep
0U2ZdtWf1nJACeQYnOT6Gf,Derelict Storms,Ageena,Finally You Needed Me,224644,56,0.975,0.256,0.0254,0.922,0,0.0844,-28.658,1,0.0436,119.974,4,0.0805,3,workout
23hjt7l3gVjOpDTHrLn8aa,THVT SH!T,BLVK JVCK,THVT SH!T,160000,54,0.0633,0.536,0.987,0.00253,1,0.188,-1.147,1,0.35,149.973,4,0.244,3,workout
0H489m4L9Mk1FfFPfHb1T9,Mi Ciudad Natal,Eric Josef,Summer Calling,219904,58,0.963,0.568,0.17,0.923,2,0.111,-14.418,1,0.0616,119.229,4,0.105,3,focus
2shKcXu0Q2289YEgBZ8iQY,Bossa Layer,Herring Franky,"I Do My Dirt on the Lo', Vol. 2",90000,52,0.743,0.895,0.281,0.927,1,0.11,-11.759,1,0.534,89.2,4,0.743,3,focus
6Evl8zvEkPHHjRwLoh3dar,Windy Lady,Lofi Coffee,Soul Macchiato,91428,43,0.148,0.386,0.488,0.125,2,0.168,-13.615,0,0.0634,114.712,5,0.294,3,focus
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),214912,74,0.0153,0.564,0.811,8.72e-06,1,0.125,-5.734,0,0.0513,126.007,4,0.114,4,party
6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),185733,83,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,4,0.394,5,sleep
181et0vFXyYRBakBOqhJSf,Sydney (I'll Come Running),Brett Dennen,Loverboy,234120,1,0.0266,0.566,0.827,0.0,4,0.0749,-4.981,1,0.128,165.098,4,0.924,1,workout
0Llje2NhQN62sqZbwiVv1E,Chimes (Radio Edit),OTHERLiiNE,Chimes,228642,51,0.000211,0.599,0.885,0.772,10,0.116,-9.582,0,0.0389,126.987,4,0.573,3,sleep
2udGjDmpK1dH9VGyw7nrei,Cocaine,Eric Clapton,Slowhand 35th Anniversary,221640,70,0.0607,0.699,0.502,0.0337,9,0.317,-12.526,1,0.0278,105.266,4,0.676,4,workout
7jslhIiELQkgW9IHeYNOWE,Big Rings,Drake,What A Time To Be Alive,217706,63,0.00196,0.776,0.675,0.0,8,0.227,-6.224,0,0.266,131.984,4,0.271,4,workout
3Hxe7MMLwZ98P1qrcMCLqt,Inpeaching,Dog Barks,Inpeaching,176385,49,0.287,0.711,0.716,0.878,8,0.171,-6.282,0,0.0931,165.952,4,0.75,3,focus
5doEbu0OO4YLpW7T3Vo2fr,Wild Slide,Jules Gaia,Tuppence,171288,33,0.0404,0.753,0.963,0.71,9,0.181,-5.419,0,0.0304,128.013,4,0.405,2,sleep
19J0d3QDUwy1QPoVptqQex,Glacier,Threedust,Glacier,201358,50,0.6,0.49,0.238,0.545,1,0.108,-17.655,0,0.0369,154.944,3,0.0463,3,focus
3PYZ33xVLzeavp3DPCw6YX,White Noise - BP 228 hz,Granular,Vision,158709,50,0.236,0.0,2.02e-05,0.307,11,0.958,-28.445,0,0.0,0.0,0,0.0,3,focus
5ufaGO2pqau0HGBLSSDdiW,A Mí Me Gusta,El Freaky,A Mí Me Gusta,218706,55,0.0547,0.683,0.91,1.77e-05,6,0.352,-3.718,1,0.162,190.008,4,0.715,3,workout
56NDFbD0tCUawnqeU2wcvv,Girls Love Beyoncé (feat. James Fauntleroy),Drake,Care Package,225011,70,0.782,0.619,0.489,0.0,11,0.106,-11.25,0,0.46,126.046,4,0.328,4,sleep
2ky7vgodn1YedpeS00lUqt,Backend,DaBaby,Baby On Baby,166333,61,0.00333,0.903,0.668,0.0,8,0.111,-7.881,1,0.24,145.058,4,0.532,4,workout
5OxLsoveEfCtK2M3CuqCd7,Minds Traversed,Spirits Of Our Dreams,Minds Traversed,250933,61,0.916,0.249,0.408,0.838,0,0.226,-11.078,1,0.0322,77.922,4,0.052,4,workout
1Cwsd5xI8CajJz795oy4XF,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,300773,75,0.171,0.618,0.896,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711,4,sleep
6UjkP9NztCBL2zPof3iuJ5,That Impossible Last Breath,Da Sein,You Know It Too,141396,48,0.965,0.379,0.326,0.852,7,0.112,-15.303,0,0.0378,176.718,4,0.45,3,focus
05JBitld3kGDUrkeZ0hQmg,summer (shade),Two Sleepy,Warmth,135903,45,0.991,0.293,0.0327,0.687,2,0.635,-24.486,1,0.0386,104.623,3,0.16,3,focus
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,96,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562,5,party
2J3R5rhiOeG21Xzmo3EXwG,Marco,Cold Frame,The Beatpatch,124236,52,0.97,0.419,0.159,0.928,6,0.0979,-24.976,0,0.0371,173.841,4,0.541,3,focus
5BTAeZDra2vghTzDS1cEw7,I'd Rather Sleep,Smartface,Need To Breathe,139279,9,0.657,0.766,0.377,0.865,1,0.0991,-12.847,0,0.0586,80.984,4,0.872,1,focus
1AWORcMuBOYbRFRPtSgyRt,Higher,Epifania,Higher,125517,53,0.113,0.714,0.268,0.931,11,0.114,-10.053,1,0.311,173.986,4,0.616,3,focus
2QQDH8gt4nyxFu2XX6bhG8,Judas,Fozzy,Judas,250792,60,0.000101,0.418,0.907,0.000433,0,0.346,-3.675,1,0.0584,99.17,4,0.473,3,workout
6FjsgiFwQCO9TF5KC7BwgV,Jacques (with Tove Lo),Jax Jones,Jacques,203226,70,0.0749,0.714,0.542,5.96e-05,9,0.0806,-8.736,0,0.105,119.967,4,0.479,4,party
4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),145746,76,0.386,0.49,0.715,0.0,7,0.311,-5.549,1,0.0476,130.726,4,0.866,4,sleep
0NOzMlTrPHMQ68snNK891G,La Tour,Samuel Lindon,La tour,134000,66,0.993,0.573,0.0198,0.941,3,0.112,-25.76,0,0.0449,61.978,3,0.284,4,focus
0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,Havana,216896,27,0.186,0.768,0.517,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418,2,workout
0ZAsC6ftHsSEUQoNbjyATV,Bummer,[ocean jams],Horizons,159000,53,0.107,0.705,0.394,0.901,2,0.0761,-4.946,0,0.0529,79.955,4,0.215,3,focus
2JTCTVErzT3ydfILSvfImZ,Sleepwalking,Toledo Rains,The Flow,153364,52,0.592,0.41,0.0673,0.889,1,0.126,-21.632,0,0.0357,106.987,4,0.0614,3,focus
1ZUeYLbdfEv6a43AZi6mEJ,Shimmer,Joe Corfield,Transient Sounds,66250,43,0.11,0.704,0.545,0.697,7,0.107,-6.858,1,0.0617,87.361,4,0.925,3,focus
6twQJ2KMwNzODCY0HzXP2E,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",Sofi Tukker,Treehouse,184880,66,0.0109,0.699,0.7,0.0794,11,0.152,-5.704,1,0.0392,102.023,4,0.3,4,party
7GiFqdQP8AdVRl1rCK7Zev,Fusion,Eroded Sky,Fusion,227919,59,0.985,0.551,0.145,0.94,11,0.107,-16.932,0,0.0344,120.121,4,0.096,3,focus
1MlAkYV0nbRKWhhfvTt3zc,Don't You Worry Child - Radio Edit,Swedish House Mafia,Until Now,213168,27,0.11,0.614,0.832,0.0,11,0.185,-3.419,0,0.0522,129.038,4,0.429,2,party
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,OASIS,242573,93,0.152,0.754,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429,5,party
71euNsYxKwEwZ3FvU0MTnm,Sweet Little Lie,Nils Frahm,Encores 2,285896,59,0.984,0.107,0.143,0.972,5,0.831,-26.875,1,0.0405,185.123,3,0.127,3,focus
7Hqd2elvH9TNoVUhTakHdi,Summer Rain,[ocean jams],Float,128885,8,0.609,0.882,0.638,0.793,6,0.0999,-4.391,0,0.0479,82.019,4,0.586,1,focus
1PZ3QsCFec05Ls3PwOqKXZ,Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,"Grupo Cañaveral, Vol. III",237960,67,0.0343,0.68,0.423,0.0,11,0.0925,-11.112,0,0.136,169.184,4,0.822,4,party
0QlDZA7P0Wjku30vHebrPU,In My Spanish Hacienda,Sergio Miguel,Relaxing Music,136625,57,0.959,0.436,0.226,0.909,2,0.112,-18.262,0,0.0442,102.42,3,0.0962,3,focus
7KbLMsXyRtjKNWx2tmvjRd,Brown Noise 190 BP,Granular,Brown Noise DLX,177305,55,0.909,0.216,0.458,0.945,10,0.112,-35.655,0,0.0869,133.178,3,0.0409,3,focus
1co0puPTYvqAdUEjFOjne9,Simple,Florida Georgia Line,Florida Georgia Line,185200,16,0.0848,0.375,0.889,0.0,3,0.136,-3.704,1,0.0991,199.669,4,0.881,1,party
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,The Big Revival,182960,70,0.0476,0.733,0.589,5.85e-06,7,0.0366,-7.37,1,0.1,170.097,4,0.867,4,party
3U9WU0IQuBQku2srgd4x0H,The Road Home,Joseph Beg,Ode To The Moon,294627,57,0.451,0.3,0.295,0.888,2,0.11,-17.904,1,0.0485,117.109,4,0.0268,3,workout
36J0iaPDGbYGsHvYpaYs3k,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,Revenge Of The Dreamers III,169146,78,0.0392,0.761,0.586,0.0,0,0.0558,-5.368,1,0.359,149.804,4,0.719,4,workout
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,America,252239,77,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831,4,party
2ISfaG0rITEpAUG2fe15UY,Changing Winds,Alexandra Streliski,Changing Winds,193810,63,0.986,0.298,0.0452,0.918,0,0.117,-25.733,1,0.0312,74.105,4,0.152,4,focus
3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,The Police,Outlandos D'Amour (Remastered),191500,25,0.0384,0.618,0.748,4.1e-06,0,0.0477,-8.905,1,0.361,134.001,4,0.662,2,party
0rTkE0FmT4zT2xL6GXwosU,I Got You (I Feel Good),James Brown & The Famous Flames,I Got You (I Feel Good),165800,20,0.446,0.608,0.471,3.63e-06,0,0.369,-8.664,1,0.0945,70.702,3,0.682,1,sleep
6kAMaQt8UveeTctekIpUjF,we used to talk every night,Elijah Who,time off,122749,63,0.909,0.868,0.427,0.00898,8,0.101,-11.167,1,0.346,82.033,4,0.547,4,focus
5ldzmvKCSAT0BEeplaZYcS,Ya No Soy Así,Cruz,Ya No Soy Así,177369,65,0.137,0.798,0.746,1.54e-05,1,0.0478,-4.16,1,0.101,100.036,4,0.541,4,workout
1pVBDj8iTaS8xvz42qZEZt,Abuela Mima,RANCUL,Rancul,106213,57,0.876,0.389,0.202,0.626,2,0.308,-14.913,0,0.0464,176.151,4,0.387,3,focus
58dSdjfEYNSxte1aNVxuNf,Easy,Mac Ayres,Drive Slow,314357,73,0.373,0.722,0.282,0.00557,5,0.147,-7.484,1,0.106,91.367,4,0.217,4,sleep
5C5FqRfbXF9oY4HSRYyqn3,Hold Me Back,KB,Hold Me Back,223107,62,0.187,0.674,0.771,0.0,8,0.247,-4.364,0,0.142,150.896,4,0.511,4,workout
5tHf0v419Ia09AS9sEK6iF,Family and Loyalty,Gang Starr,Family and Loyalty,274666,66,0.176,0.72,0.768,0.0,6,0.118,-3.804,0,0.285,90.173,4,0.709,4,party
06rxdrloI554XAu02s1RaM,Selfless,Toledo Rains,Selfless,180937,59,0.787,0.307,0.201,0.913,1,0.0948,-19.255,1,0.0317,85.363,4,0.0394,3,focus
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,All the Time,228111,79,0.18,0.665,0.799,0.0,6,0.125,-2.868,0,0.0617,101.976,4,0.5,4,party
2IoEP9SKwBpm4DL89MKTDZ,Untitled,Kate Bollinger,Untitled,179500,52,0.358,0.727,0.509,0.339,7,0.0912,-10.384,1,0.0473,78.94,4,0.676,3,sleep
3D9aRFIrFGDnBJAmP6ODYW,Hurts So Good,John Mellencamp,Words & Music: John Mellencamp's Greatest Hits,219360,7,0.0409,0.809,0.739,0.000163,9,0.0929,-5.35,1,0.0358,125.456,4,0.971,1,party
5LlacvSvOWLzX9YtSkIKSh,I Might Slip Away if I Don't Feel Nothing,Q,Forest Green,101052,42,0.026,0.614,0.66,4.51e-06,8,0.112,-6.361,1,0.0874,151.244,4,0.632,3,sleep
45s88Xopo6KvHc0PQ05aGg,My Generation,The Who,The Who Sings My Generation,198866,58,0.14,0.299,0.787,0.0,0,0.292,-7.93,0,0.069,94.798,4,0.716,3,party
4dmrgNtjg0K9oreQvXAmI5,La Vi,Marko Silva,La Vi,178125,52,0.154,0.883,0.658,2.17e-06,9,0.0838,-6.029,1,0.137,95.008,4,0.62,3,workout
2t0sUwVdCjocpkidj28jsE,Deep Noise,Peaceful Me,White Noise,188084,56,0.938,0.285,0.0066,0.973,2,0.11,-53.083,1,0.0475,76.569,3,0.0348,3,focus
1jecO8NeYLsVWVptITz4c1,Tú,maye,Tú,206611,59,0.625,0.732,0.555,0.0,5,0.112,-7.973,1,0.0326,114.981,4,0.729,3,sleep
41lqGsXFhFnno7r9MkaXtK,Songbird,Cory Chisel,Tell Me True,206522,14,0.57,0.651,0.261,0.0,1,0.301,-10.019,1,0.0266,104.116,4,0.287,1,sleep
4Opwligc8799m8u2zm89Uo,Aeroplane,Holly Throsby,Aeroplane,231408,17,0.788,0.408,0.271,0.436,2,0.112,-11.92,1,0.0314,96.078,4,0.313,1,sleep
6TUi7bBa1k4NccGW5XS2kO,Moments,Cindy Woon,Moments,254906,54,0.968,0.864,0.108,0.424,10,0.114,-15.159,1,0.0775,110.009,4,0.165,3,focus
7zqCTy2SjwaPlG0kXVrjak,Then I Go,Damma Beatz,Finesse,192322,4,0.128,0.836,0.465,0.878,5,0.125,-7.991,0,0.0543,160.051,4,0.251,1,focus
2oF7FZHIJbzjeEXZ3D0Ku4,Good Vibrations - Remastered,The Beach Boys,Good Vibrations 40th Anniversary,217746,67,0.387,0.403,0.495,8.03e-06,10,0.147,-6.888,0,0.0312,132.91,4,0.38,4,sleep
7fVJd9myQrUR2aLzgV7Zhv,Believe,KAZZANOVA,Believe,160642,51,0.00205,0.635,0.897,0.438,1,0.072,-5.42,1,0.03,125.994,4,0.47,3,workout
7drMbzUHSJwsjdenHMDMrK,Vespa,Bicep,Bicep,86908,45,0.963,0.253,0.34,0.675,0,0.352,-17.326,0,0.291,167.45,4,0.0997,3,focus
1RiKbwqb2O03JT7Bu3dIr2,Romances,Amity Cadet,Romances,213500,58,0.982,0.307,0.0938,0.895,5,0.0903,-25.652,1,0.0365,148.835,3,0.405,3,focus
33yAEqzKXexYM3WlOYtTfQ,D.A.N.C.E,Justice,Justice,242266,68,0.034,0.613,0.962,0.0,6,0.824,-5.07,0,0.278,113.015,4,0.496,4,party
7Ea8q10umMLrB2IzEZSk6a,Ain't Scared (feat. Hashu),Riot Ten,Hype Or Die: Sun City EP,202966,58,0.000705,0.516,0.946,2.73e-05,1,0.11,-4.639,1,0.347,150.112,4,0.265,3,workout
7u7dK1IXsG4jdB6bK9PCFm,Lucid Alchemy,Ruud Vanderwege,Lucid Alchemy,258928,60,0.894,0.437,0.0465,0.923,0,0.12,-26.779,1,0.0435,119.958,4,0.1,3,focus
3M5eeHXgG4VplKNcsBC8Dj,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,Signed Sealed And Delivered,160500,27,0.0514,0.67,0.619,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807,2,sleep
4YBGPg8kJXAfIxezwT0RnN,La Lunga Strada,Miguel Serugetti,La Lunga Strada,123793,57,0.917,0.659,0.0978,0.346,7,0.109,-18.785,1,0.0637,118.574,4,0.109,3,focus
6ybViy2qrO9sIi41EgRJgx,Don't Know Why,Norah Jones,Come Away With Me,186146,73,0.883,0.732,0.198,1.1e-05,5,0.0659,-11.775,1,0.028,88.174,4,0.618,4,sleep
3iio9lSFl547Dz5Op0UA2t,I Said,Macshane,I Said,181714,44,0.00854,0.757,0.806,4.86e-05,10,0.168,-6.497,0,0.208,140.063,4,0.229,3,workout
4R68vBtWahKshI7Q3mWpoc,Sunscreen,Ira Wolf,Sunscreen,178173,57,0.884,0.582,0.151,3.41e-05,7,0.0983,-13.845,0,0.0353,136.758,4,0.197,3,sleep
1aUGxXCz9QimNkKeiJtzZ7,105 F Remix,KEVVO,105 F Remix,464200,76,0.368,0.9,0.754,2.74e-06,5,0.286,-7.016,0,0.156,100.045,4,0.741,4,workout
7uH27oIt4a6cIFCA8ZPcyG,Baila Baila Baila,Ozuna,Baila Baila Baila,158400,82,0.0361,0.816,0.754,0.0,11,0.217,-2.75,0,0.111,99.966,4,0.533,5,workout
30nV0LJfrglHrZtSplHtYC,Way Home,Ariel T,Sofa,238350,61,0.737,0.734,0.332,0.902,11,0.0899,-16.253,0,0.102,80.0,4,0.26,4,focus
7JDWhC422Gtk1Bq0mL3OTC,feel something,Bea Miller,feel something,180161,68,0.242,0.74,0.415,0.000156,0,0.319,-8.914,1,0.0707,136.029,4,0.156,4,sleep
4rG7GtTipquzXDBHUcJQw1,Cumberland Gap,David Rawlings,Poor David's Almanack,175973,41,0.18,0.594,0.601,0.000539,0,0.106,-8.532,1,0.0391,155.583,4,0.524,3,party
2fhePAlCSsJplwkjqMYpVm,LOVE AGAIN,Daniel Caesar,CASE STUDY 01,214277,75,0.41,0.553,0.441,2.57e-06,5,0.107,-6.411,1,0.0918,76.988,4,0.525,4,sleep
4DDzkbIwmJVAAo1yJmr5V1,7 Days,Craig David,Born To Do It,235213,14,0.216,0.622,0.823,0.0,4,0.0966,-7.545,0,0.0512,166.019,4,0.862,1,workout
0ZyO8ieWV63JiMAguidMHs,Headroom,Aurélien Trigo,The Acoustic Mind - Vol. 1,172589,60,0.995,0.414,0.124,0.955,9,0.11,-20.631,1,0.0509,126.104,4,0.186,3,focus
6DLteOyb98BgjzLPFdVGul,She Brought the Sun - Donna Lewis Remix,Delia Derbyshire Appreciation Society,She Brought the Sun (The Remixes),317970,38,0.914,0.143,0.209,0.926,10,0.135,-20.836,1,0.0338,140.278,4,0.0634,2,focus
